	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D02098	0	0.257143	0.2	0.184211	0.157895	0.189189	0.181818	0.157895	0.217391	0.142857	0.285714	0.184211	0.2	0.241379	0.305556	0.342857	0.294118	0.4	0.194444	0.0625	0.152174	0.195652	0.210526	0.181818	0.179487	0.25641	0.208333	0.1875	0.392857	0.25641	0.166667	0.27027	0.131579	0.25	0.103448	0.294118	0.121212	0.305556	0.3	0.354839	0.222222	0.166667	0.1875	0.481481	0.30303	0.137931	0.1875	0.166667	0.108108	0.333333	0.181818	0.212766	0.375	0.2	0.25	0.138889	0.344828	0.157895	0.2	0.103448	0.035714	0.066667	0.071429	0.066667	0.066667	0.096774	0.290323	0.25	0.216216	0.36	0.310345	0.166667	0.166667	0.21875	0.217391	0.25	0.055556	0.129032	0.304348	0.333333	0.288889	0.315789	0.333333	0.297297	0.275	0.307692	0.421053	0.285714	0.384615	0.371429	0.156863	0.307692	0.188406	0.142857	0.166667	0.2	0.166667	0.235294	0.166667	0.210526	0.236842	0.146341	0.333333	0.107143	0.193548	0.096774	0.21875	0.5	0.64	0.46875	0.375	0.205882	0.375	0.666667	0.615385	0.135417	0.152941	0.180328	0.12963	0.222222	0.233333	0.153846	0.255814	0.297297	0.238095	0.294118	0.264706	0.264706	0.285714	0.139535	0.222222	0.047619	0.128205	0.054054	0	0.153846	0.40625	0.244444	0.344828	0.194444	0.15	0.169811	0.257143	0.111111	0.054054	0.178571	0.25	0.193548	0.288889	0.128205	0.170213	0.176471	0.8	0.138889	0.222222	0.109375	0.318182	0.294118	0.428571	0.292683	0.275862	0.27907	1	0.128571	0.22449	0.222222	0.225806	0.15625	0.126984	0.1	0.195652	0.195122	0.115942	0.115942	0.125	0.309524	0.2	0.210526	0.175	0.369565	0.365854	0.055556	0.228571	0.183673	0.318182	0.217391	0.15625	0.196078	0.172414	0.204082	0.134328	0.235294	0.196429	0.276596	0.146341	0.25641	0.175439	0.257143	0.184211	0.195122	0.138889	0.21875	0.333333	0.268293	0.098039	0.138889	0.269231	0.134146	0.147059	0.241379
D02101	0.048387	0.179104	0.185714	0.403509	0.128571	0.144928	0.16	0.19697	0.181818	0.119403	0.202703	0.212121	0.149254	0.092308	0.138889	0.123288	0.128571	0.166667	0.098592	0.061538	0.142857	0.2	0.125	0.072464	0.157143	0.135135	0.24	0.106061	0.104478	0.217391	0.184615	0.205882	0.147059	0.086957	0.063492	0.161765	0.125	0.138889	0.144737	0.132353	0.161765	0.149254	0.106061	0.086957	0.164179	0.0625	0.057971	0.060606	0.101449	0.153846	0.072464	0.226667	0.046154	0.126984	0.142857	0.134328	0.057143	0.144928	0.092308	0.046875	0	0.015152	0.031746	0.015152	0.015152	0.014706	0.102941	0.147541	0.15942	0.078125	0.106061	0.151899	0.184615	0.121212	0.151899	0.216216	0.135802	0.111111	0.130952	0.191781	0.148148	0.133333	0.213333	0.136986	0.178082	0.078125	0.186667	0.141026	0.109375	0.136986	0.220779	0.162162	0.135922	0.071429	0.12	0.106667	0.069444	0.1	0.069444	0.191176	0.171429	0.15493	0.161765	0.03125	0.107692	0.061538	0.138462	0.115942	0.101449	0.138889	0.144928	0.169231	0.161765	0.086957	0.1	0.170732	0.176991	0.27381	0.21519	0.096774	0.107692	0.19403	0.186667	0.202899	0.191781	0.144928	0.130435	0.130435	0.126761	0.150685	0.128571	0.161765	0.112676	0.088235	0.014493	0.142857	0.15942	0.151899	0.104478	0.147059	0.140845	0.24359	0.161765	0.148649	0.101449	0.16092	0.176471	0.142857	0.148148	0.144928	0.168831	0.136364	0.111111	0.101449	0.161765	0.177778	0.192308	0.179104	0.102941	0.189189	0.090909	0.216216	0.128571	1	0.17284	0.295082	0.057971	0.345679	0.247059	0.097561	0.084337	0.253731	0.287356	0.287356	0.142857	0.216216	0.184615	0.208955	0.171429	0.180723	0.151899	0.073529	0.164179	0.177215	0.107143	0.181818	0.058824	0.142857	0.131148	0.146341	0.734375	0.283333	0.275	0.1875	0.138889	0.2	0.146067	0.179104	0.19403	0.090909	0.070423	0.121212	0.217949	0.191781	0.1375	0.169231	0.096774	0.163636	0.042254	0.092308
D02163	0.121951	0.176471	0.422222	0.173077	0.176471	0.25	0.133333	0.395349	0.358491	0.272727	0.346154	0.418605	0.26087	0.181818	0.211538	0.125	0.363636	0.354167	0.255319	0.190476	0.254545	0.290909	0.347826	0.145833	0.24	0.083333	0.298246	0.173913	0.170213	0.354167	0.348837	0.465116	0.204082	0.166667	0.021277	0.304348	0.177778	0.105263	0.114754	0.183673	0.25	0.26087	0.148936	0.217391	0.340909	0.042553	0.058824	0.108696	0.212766	0.191489	0.145833	0.351852	0.065217	0.083333	0.196078	0.266667	0.145833	0.034483	0.155556	0.043478	0.097561	0.066667	0.069767	0.090909	0.090909	0.111111	0.191489	0.108696	0.270833	0.136364	0.173913	0.358491	0.318182	0.170213	0.2	0.392157	0.089552	0.085106	0.225806	0.283019	0.213115	0.118644	0.309091	0.103448	0.34	0.190476	0.346154	0.346154	0.155556	0.306122	0.315789	0.240741	0.289474	0.098039	0.3	0.230769	0.234043	0.16	0.16	0.215686	0.26	0.285714	0.22449	0.093023	0.152174	0.086957	0.222222	0.208333	0.23913	0.235294	0.363636	0.212766	0.363636	0.217391	0.234043	0.157407	0.2	0.222222	0.115942	0.166667	0.261905	0.270833	0.75	0.488372	0.658537	0.304348	0.372093	0.311111	0.355556	0.326531	0.153846	0.071429	0.176471	0.078431	0	0.22	0.355556	0.263158	0.195652	0.282609	0.148148	0.2	0.276596	0.346939	0.023077	0.744681	0.270833	0.081633	0.321429	0.153846	0.145161	0.12	0.244898	0.1875	0.25	0.279412	0.275862	0.25	0.191489	0.5	0.12766	0.339623	0.22449	0.17284	1	0.22449	0.148936	0.232877	0.26087	0.163934	0.059701	0.3	0.223684	0.223684	0.196078	0.290909	0.318182	0.319149	0.166667	0.274194	0.358491	0.148936	0.372093	0.396226	0.321429	0.333333	0.039216	0.350877	0.162791	0.339286	0.179487	0.208333	0.220588	0.381818	0.431818	0.354167	0.31746	0.25	0.196078	0.27451	0.055556	0.170213	0.357143	0.478261	0.241379	0.23913	0.139535	0.282353	0.057692	0.106383
D02173	0.111111	0.257143	0.263158	0.607143	0.257143	0.189189	0.130435	0.294118	0.244444	0.176471	0.285714	0.285714	0.235294	0.2	0.146341	0.175	0.189189	0.225	0.162162	0.133333	0.204545	0.25	0.179487	0.181818	0.210526	0.195122	0.288889	0.1875	0.21875	0.289474	0.272727	0.305556	0.264706	0.142857	0.103448	0.222222	0.233333	0.146341	0.155556	0.2	0.257143	0.2	0.1875	0.212121	0.194444	0.137931	0.085714	0.09375	0.138889	0.25	0.147059	0.212766	0.1	0.2	0.153846	0.138889	0.083333	0.157895	0.16129	0.103448	0.035714	0.066667	0.111111	0.066667	0.066667	0.0625	0.176471	0.25	0.216216	0.172414	0.1875	0.191489	0.3125	0.21875	0.191489	0.222222	0.14	0.25	0.132075	0.209302	0.16	0.136364	0.191489	0.142857	0.243902	0.214286	0.2	0.285714	0.241379	0.2	0.255319	0.133333	0.093333	0.111111	0.139535	0.116279	0.166667	0.2	0.166667	0.393939	0.27027	0.175	0.257143	0.107143	0.15625	0.133333	0.344828	0.2	0.242424	0.175	0.294118	0.366667	0.294118	0.212121	0.2	0.123711	0.152941	0.263158	0.22	0.222222	0.233333	0.363636	0.255814	0.333333	0.268293	0.257143	0.228571	0.228571	0.184211	0.289474	0.128205	0.257143	0.1	0.181818	0	0.25	0.184211	0.142857	0.21875	0.228571	0.277778	0.291667	0.333333	0.190476	0.063636	0.2	0.323529	0.193548	0.16	0.257143	0.122449	0.176471	0.216216	0.242424	0.189189	0.145161	0.183673	0.333333	0.25	0.261905	0.233333	0.27907	0.222222	0.295082	0.22449	1	0.085714	0.233333	0.245614	0.1	0.057692	0.361111	0.203125	0.203125	0.216216	0.170213	0.235294	0.314286	0.146341	0.166667	0.191489	0.085714	0.228571	0.234043	0.115385	0.272727	0.088235	0.150943	0.259259	0.204082	0.310345	0.5	0.218182	0.176471	0.175	0.324324	0.135593	0.333333	0.363636	0.195122	0.108108	0.258065	0.25	0.238095	0.166667	0.28125	0.178571	0.134146	0.083333	0.2
D02204	0	0.055556	0.135135	0.054054	0.027027	0.055556	0.15	0.027027	0.111111	0	0.170732	0.054054	0.058824	0.071429	0.171429	0.171429	0.151515	0.162162	0.057143	0.076923	0.068182	0.088889	0.081081	0.03125	0.052632	0.131579	0.106383	0.066667	0.178571	0.04878	0.028571	0.108108	0.027778	0.133333	0.130435	0.151515	0	0.108108	0.179487	0.2	0.085714	0.028571	0.032258	0.172414	0.15625	0.125	0.142857	0.035714	0	0.133333	0.03125	0.133333	0.35	0.111111	0.054054	0	0.064516	0.151515	0.034483	0.083333	0.095238	0.083333	0.142857	0.083333	0.083333	0.12	0.0625	0.16	0.083333	0.037037	0.142857	0.111111	0.028571	0.03125	0.111111	0.113636	0.040816	0.208333	0.148936	0.179487	0.181818	0.157895	0.315789	0.105263	0.153846	0.12	0.230769	0.142857	0.2	0.166667	0.039216	0.184211	0.169231	0.0625	0.075	0.076923	0.058824	0.090909	0.058824	0.081081	0.108108	0.025	0.085714	0.086957	0.033333	0.037037	0.1	0.2	0.206897	0.205882	0.1875	0.129032	0.225806	0.172414	0.285714	0.119565	0.164557	0.137931	0.1	0.038462	0.068966	0.054054	0.170732	0.135135	0.15	0.151515	0.15625	0.121212	0.147059	0.04878	0.151515	0.055556	0	0.064516	0	0.083333	0.147059	0.162791	0.178571	0.057143	0.025641	0.076923	0.1875	0.023256	0.057143	0.111111	0.181818	0.107143	0.238095	0.027027	0.139535	0.096774	0.258065	0.029412	0.055556	0.048387	0.3	0.055556	0.214286	0.093023	0.148148	0.166667	0.225806	0.057971	0.148936	0.085714	1	0.114754	0.065574	0.088889	0.195122	0.04878	0.028986	0.028986	0	0.289474	0.090909	0.052632	0.078947	0.14	0.190476	0.066667	0.121212	0.106383	0.155556	0.162791	0.107143	0.122449	0.037037	0.081633	0.060606	0.058824	0.109091	0.148936	0.025	0.131579	0.109091	0.151515	0.054054	0.264706	0.129032	0.03125	0.255814	0.069767	0.020408	0.029412	0.125	0.060976	0.137931	0.111111
D02207	0.052632	0.193548	0.258065	0.25	0.174603	0.233333	0.188406	0.254237	0.34375	0.129032	0.253731	0.25	0.220339	0.118644	0.203125	0.149254	0.213115	0.19697	0.15873	0.066667	0.202899	0.231884	0.225806	0.112903	0.1875	0.161765	0.313433	0.133333	0.112903	0.234375	0.220339	0.241935	0.177419	0.111111	0.068966	0.213115	0.155172	0.149254	0.171429	0.16129	0.193548	0.2	0.114754	0.147541	0.196721	0.067797	0.046154	0.083333	0.163934	0.166667	0.112903	0.318182	0.067797	0.137931	0.190476	0.126984	0.078125	0.15625	0.1	0.050847	0.035088	0.050847	0.071429	0.050847	0.050847	0.04918	0.166667	0.160714	0.25	0.122807	0.114754	0.30303	0.2	0.15	0.194444	0.268657	0.101266	0.140351	0.2	0.261538	0.222222	0.15942	0.264706	0.147059	0.265625	0.142857	0.253731	0.183099	0.137931	0.2	0.236111	0.208955	0.178947	0.111111	0.215385	0.181818	0.142857	0.16129	0.142857	0.225806	0.241935	0.222222	0.193548	0.051724	0.116667	0.066667	0.169492	0.16129	0.145161	0.166667	0.193548	0.183333	0.193548	0.147541	0.16129	0.32381	0.347368	0.758621	0.181818	0.145455	0.155172	0.209677	0.253731	0.258065	0.261538	0.193548	0.196721	0.196721	0.209677	0.215385	0.15625	0.121212	0.213115	0.095238	0.083333	0.171875	0.209677	0.264706	0.131148	0.196721	0.151515	0.243243	0.193548	0.230769	0.080882	0.21519	0.209677	0.155172	0.222222	0.174603	0.214286	0.147541	0.153846	0.145161	0.213115	0.231707	0.257143	0.213115	0.129032	0.238806	0.116667	0.268657	0.15625	0.329268	0.232877	0.233333	0.114754	1	0.402778	0.089744	0.089744	0.316667	0.371795	0.371795	0.190476	0.25	0.241379	0.266667	0.241935	0.24	0.228571	0.079365	0.196721	0.333333	0.128205	0.228571	0.046875	0.28169	0.163636	0.171053	0.394737	0.263158	0.293333	0.232877	0.166667	0.295082	0.276316	0.213115	0.209677	0.128571	0.059701	0.169492	0.285714	0.223881	0.178082	0.224138	0.125	0.308511	0.029851	0.1
D02234	0.036364	0.183333	0.25	0.220339	0.145161	0.245614	0.144928	0.314815	0.360656	0.264151	0.227273	0.358491	0.254545	0.125	0.193548	0.193548	0.20339	0.266667	0.147541	0.070175	0.176471	0.223881	0.237288	0.1	0.196721	0.151515	0.287879	0.140351	0.118644	0.333333	0.254545	0.298246	0.166667	0.098361	0.053571	0.245614	0.163636	0.193548	0.161765	0.131148	0.20339	0.210526	0.12069	0.116667	0.272727	0.052632	0.031746	0.087719	0.192982	0.135593	0.1	0.3125	0.052632	0.105263	0.2	0.214286	0.081967	0.044118	0.105263	0.053571	0.037037	0.035088	0.055556	0.035088	0.035088	0.033898	0.175439	0.127273	0.285714	0.089286	0.140351	0.360656	0.277778	0.118644	0.169014	0.261538	0.090909	0.107143	0.242857	0.19697	0.25	0.184615	0.185714	0.171875	0.278689	0.109091	0.227273	0.157143	0.145455	0.209677	0.178082	0.147059	0.10101	0.116667	0.169231	0.171875	0.112903	0.131148	0.095238	0.237288	0.254237	0.213115	0.20339	0.035714	0.122807	0.070175	0.2	0.112903	0.133333	0.15625	0.183333	0.214286	0.183333	0.116667	0.112903	0.214286	0.213592	0.356164	0.128205	0.132075	0.142857	0.220339	0.285714	0.315789	0.316667	0.290909	0.22807	0.272727	0.2	0.1875	0.126984	0.183333	0.145161	0.118644	0.050847	0.16129	0.263158	0.276923	0.157895	0.206897	0.140625	0.202703	0.183333	0.327586	0.014085	0.256757	0.2	0.122807	0.268657	0.163934	0.205882	0.116667	0.125	0.152542	0.183333	0.240506	0.164384	0.245614	0.135593	0.290323	0.142857	0.242424	0.126984	0.247059	0.26087	0.245614	0.065574	0.383562	0.781818	0.138889	0.051282	0.245902	0.283951	0.283951	0.16129	0.171429	0.254545	0.237288	0.213115	0.153846	0.202899	0.048387	0.272727	0.307692	0.164384	0.238806	0.032258	0.375	0.150943	0.162162	0.2875	0.232143	0.189873	0.16	0.213115	0.288136	0.342857	0.20339	0.220339	0.085714	0.046154	0.157895	0.242857	0.274194	0.136986	0.283019	0.132075	0.276596	0.047619	0.125
D02237	0.078947	0.078431	0.134615	0.076923	0.195652	0.018519	0.032787	0.1	0.155172	0.040816	0.140351	0.098039	0.039216	0.044444	0.054545	0.017544	0.057692	0.090909	0.102041	0.184211	0.230769	0.222222	0.055556	0.086957	0.096154	0	0.131148	0.042553	0.06383	0.153846	0.06	0.16	0.227273	0.133333	0.02381	0.1	0.170732	0	0.032787	0.12766	0.057692	0	0.042553	0.108696	0.038462	0.047619	0.065217	0.069767	0	0.0625	0.06383	0.114754	0.073171	0	0.018182	0.061224	0.086957	0.1	0.093023	0.04878	0	0	0	0	0	0.022727	0.02	0	0.018182	0.046512	0.088889	0.116667	0.104167	0.086957	0.240741	0.137931	0.658537	0.095238	0.109375	0.05	0.045455	0.016667	0.063492	0.017241	0.107143	0.046512	0.065574	0.12069	0.044444	0.092593	0.09375	0.127273	0.081395	0.108696	0.071429	0.092593	0.081633	0.104167	0.06	0.14	0.054545	0	0.057692	0.02439	0.043478	0.153846	0.111111	0.104167	0.083333	0.09434	0.195652	0.130435	0.195652	0.085106	0.104167	0.090909	0.068627	0.077922	0.180328	0	0.021277	0.191489	0.181818	0.156863	0.145455	0.078431	0.125	0.102041	0.056604	0.071429	0.018519	0.1	0	0.111111	0.069767	0.12	0.037037	0.030769	0.086957	0.058824	0.096154	0.073529	0.170213	0.109091	0.132743	0.115942	0.166667	0	0.095238	0.195652	0.157895	0	0.098039	0.181818	0.018519	0.205882	0.061538	0.1	0.0625	0.163636	0.043478	0.137931	0.1	0.097561	0.163934	0.1	0.088889	0.089744	0.138889	1	0.064516	0.090909	0.205479	0.205479	0.037037	0.064516	0.06	0.096154	0	0.072464	0.063492	0.065217	0.102041	0.112903	0.045455	0.175439	0.043478	0.028571	0.097561	0.25	0.175676	0.177778	0.2	0.059701	0.017544	0.153846	0.026316	0.170213	0.142857	0.132075	0.061224	0.086957	0.092308	0.166667	0.063492	0.238095	0.047619	0.155556	0.06383	0.044444
D02253	0.025	0.037736	0.053571	0.076923	0.018519	0.057692	0.188679	0.057692	0.063492	0	0.065574	0.076923	0.104167	0.021739	0.115385	0.137255	0.078431	0.2	0.018868	0.046512	0.04918	0.047619	0.096154	0.041667	0.017857	0.132075	0.061538	0	0.162791	0.052632	0.06	0.074074	0.018868	0.085106	0.131579	0.1	0.021277	0.137255	0.188679	0.12766	0.1	0.104167	0.195122	0.133333	0.102041	0.157895	0.4	0.022222	0.106383	0.085106	0	0.096774	0.128205	0.119048	0.056604	0.04	0.041667	0.122449	0.021739	0.194444	0.025641	0.04878	0.051282	0.04878	0.04878	0.046512	0.085106	0.095238	0.056604	0.046512	0.139535	0.063492	0.019231	0.162791	0.135593	0.118644	0.0625	0.095238	0.145161	0.145455	0.169492	0.173077	0.135593	0.156863	0.127273	0.046512	0.160714	0.083333	0.119048	0.134615	0.060606	0.127273	0.148148	0.040816	0.052632	0.035088	0.039216	0.06	0.06	0.036364	0.137255	0.137255	0.1	0.05	0.170732	0.097561	0.086957	0.152174	0.130435	0.183673	0.1	0.061224	0.1	0.133333	0.152174	0.090909	0.079208	0.077922	0.058824	0	0	0.037037	0.065574	0.072727	0.05	0.1	0.058824	0.08	0.076923	0.034483	0.1	0.145833	0.018519	0.219512	0.069767	0.076923	0.142857	0.155172	0.136364	0.102041	0.036364	0.123077	0.1	0.033898	0.066667	0.040541	0.12	0.142857	0.131148	0.018519	0.137931	0.159091	0.191489	0	0.057692	0.093333	0.131148	0.018519	0.159091	0.066667	0.090909	0.081967	0.195652	0.084337	0.059701	0.057692	0.195122	0.089744	0.051282	0.064516	1	0.071429	0.073171	0.073171	0.098039	0.137931	0.019231	0.036364	0.16	0.193548	0.155172	0.088889	0.08	0.061538	0.15	0.135593	0.333333	0.058824	0.022727	0.076923	0.101266	0.06	0.114286	0.163934	0.035714	0.071429	0.068493	0.122449	0.037037	0.176471	0.333333	0.06383	0.145161	0.067797	0.080645	0.019608	0.073171	0.142857	0.351351	0.093023
D02261	0.09375	0.25641	0.358974	0.388889	0.25641	0.25641	0.14	0.324324	0.355556	0.216216	0.372093	0.351351	0.27027	0.242424	0.209302	0.130435	0.289474	0.255814	0.2	0.083333	0.26087	0.276596	0.243902	0.189189	0.275	0.173913	0.3125	0.228571	0.157895	0.35	0.342857	0.368421	0.263158	0.153846	0.057143	0.25641	0.272727	0.155556	0.1875	0.236842	0.289474	0.236842	0.162162	0.184211	0.263158	0.055556	0.04878	0.111111	0.210526	0.25	0.222222	0.319149	0.055556	0.205882	0.25	0.210526	0.128205	0.088889	0.171429	0.057143	0.0625	0.088235	0.129032	0.057143	0.057143	0.054054	0.216216	0.212121	0.282051	0.181818	0.194444	0.297872	0.382353	0.222222	0.22	0.304348	0.107143	0.176471	0.160714	0.295455	0.211538	0.170213	0.22	0.152174	0.333333	0.21875	0.18	0.255319	0.205882	0.261905	0.6	0.191489	0.16	0.184211	0.2	0.177778	0.175	0.205128	0.205128	0.342105	0.368421	0.268293	0.25641	0.125	0.2	0.114286	0.294118	0.175	0.210526	0.209302	0.289474	0.314286	0.289474	0.184211	0.175	0.151515	0.144444	0.262295	0.2	0.225806	0.272727	0.25	0.311111	0.394737	0.325581	0.324324	0.297297	0.333333	0.282051	0.35	0.166667	0.166667	0.195122	0.1	0.052632	0.25	0.25	0.196078	0.222222	0.263158	0.243902	0.288462	0.324324	0.309524	0.042735	0.267857	0.351351	0.235294	0.166667	0.289474	0.2	0.216216	0.190476	0.243243	0.225	0.225806	0.188679	0.4	0.184211	0.318182	0.2	0.395349	0.195122	0.253731	0.3	0.361111	0.04878	0.316667	0.245902	0.090909	0.071429	1	0.464286	0.464286	0.282051	0.2	0.382353	0.416667	0.238095	0.236364	0.22	0.162162	0.297297	0.285714	0.125	0.326087	0.05	0.178571	0.258065	0.185185	0.285714	0.382353	0.241379	0.25	0.268293	0.421053	0.180328	0.361111	0.315789	0.173913	0.121951	0.294118	0.27451	0.295455	0.244898	0.277778	0.151515	0.180723	0.1	0.171429
D02262	0.05	0.166667	0.227273	0.238095	0.184615	0.203125	0.197183	0.241935	0.328358	0.140625	0.279412	0.258065	0.190476	0.169492	0.176471	0.09589	0.166667	0.205882	0.169231	0.063492	0.228571	0.257143	0.144928	0.142857	0.215385	0.123288	0.318841	0.126984	0.107692	0.242424	0.229508	0.269841	0.206349	0.140625	0.048387	0.184615	0.147541	0.111111	0.133333	0.209677	0.222222	0.171875	0.092308	0.106061	0.1875	0.047619	0.044118	0.0625	0.138462	0.15873	0.142857	0.323529	0.03125	0.131148	0.2	0.138462	0.074627	0.115942	0.15	0.048387	0.016393	0.031746	0.05	0.031746	0.031746	0.015152	0.140625	0.133333	0.21875	0.098361	0.109375	0.271429	0.229508	0.125	0.202703	0.239437	0.2	0.096774	0.192308	0.197183	0.151899	0.121622	0.202703	0.109589	0.217391	0.098361	0.175676	0.16	0.095238	0.173913	0.393939	0.217391	0.185567	0.089552	0.171429	0.191176	0.136364	0.153846	0.153846	0.215385	0.25	0.19403	0.184615	0.04918	0.111111	0.063492	0.142857	0.119403	0.121212	0.142857	0.166667	0.15625	0.166667	0.106061	0.102941	0.224138	0.190909	0.280488	0.205128	0.118644	0.129032	0.2	0.225352	0.265625	0.231884	0.203125	0.151515	0.1875	0.164179	0.188406	0.132353	0.149254	0.184615	0.074627	0.079365	0.181818	0.2	0.219178	0.107692	0.1875	0.19697	0.233766	0.166667	0.276923	0.111111	0.222222	0.181818	0.147541	0.213333	0.222222	0.189189	0.140625	0.114286	0.174603	0.203125	0.268293	0.181818	0.203125	0.106061	0.228571	0.09375	0.275362	0.115942	0.287356	0.223684	0.203125	0.028986	0.35443	0.283951	0.205479	0.073171	0.464286	1	1	0.164179	0.205479	0.229508	0.274194	0.212121	0.185185	0.219178	0.092308	0.1875	0.28169	0.096386	0.202703	0.044776	0.236842	0.135593	0.179487	0.397436	0.271186	0.369863	0.207792	0.176471	0.261538	0.234568	0.184615	0.21875	0.093333	0.072464	0.16129	0.223684	0.231884	0.186667	0.174603	0.1	0.247525	0.058824	0.095238
D02272	0.05	0.166667	0.227273	0.238095	0.184615	0.203125	0.197183	0.241935	0.328358	0.140625	0.26087	0.258065	0.190476	0.169492	0.176471	0.09589	0.166667	0.205882	0.169231	0.063492	0.228571	0.257143	0.144928	0.142857	0.215385	0.123288	0.318841	0.126984	0.107692	0.242424	0.229508	0.269841	0.206349	0.140625	0.048387	0.184615	0.147541	0.111111	0.133333	0.209677	0.222222	0.171875	0.092308	0.106061	0.1875	0.047619	0.044118	0.0625	0.138462	0.15873	0.142857	0.323529	0.03125	0.131148	0.2	0.138462	0.074627	0.115942	0.15	0.048387	0.016393	0.031746	0.05	0.031746	0.031746	0.015152	0.140625	0.133333	0.21875	0.098361	0.109375	0.271429	0.229508	0.125	0.202703	0.239437	0.2	0.096774	0.192308	0.197183	0.151899	0.121622	0.202703	0.109589	0.217391	0.098361	0.175676	0.16	0.095238	0.173913	0.393939	0.217391	0.185567	0.089552	0.171429	0.191176	0.136364	0.153846	0.153846	0.215385	0.25	0.19403	0.184615	0.04918	0.111111	0.063492	0.142857	0.119403	0.121212	0.142857	0.166667	0.15625	0.166667	0.106061	0.102941	0.234783	0.201835	0.296296	0.205128	0.118644	0.129032	0.2	0.225352	0.265625	0.231884	0.203125	0.151515	0.1875	0.164179	0.188406	0.132353	0.149254	0.184615	0.074627	0.079365	0.181818	0.2	0.219178	0.107692	0.1875	0.19697	0.233766	0.166667	0.276923	0.111111	0.222222	0.181818	0.147541	0.213333	0.222222	0.189189	0.140625	0.114286	0.174603	0.203125	0.268293	0.181818	0.203125	0.106061	0.228571	0.09375	0.275362	0.115942	0.287356	0.223684	0.203125	0.028986	0.3375	0.283951	0.205479	0.073171	0.464286	1	1	0.164179	0.205479	0.229508	0.274194	0.212121	0.185185	0.219178	0.092308	0.1875	0.28169	0.096386	0.202703	0.044776	0.236842	0.135593	0.179487	0.397436	0.271186	0.369863	0.207792	0.176471	0.261538	0.204819	0.184615	0.21875	0.093333	0.072464	0.16129	0.223684	0.231884	0.186667	0.174603	0.1	0.235294	0.058824	0.095238
